polygon_id,ring_id,is_hole,x_m,y_m
0,0,0,-1.27522,4.3311500000000001
0,0,0,-1.2766900000000001,4.3493599999999999
0,0,0,-1.2781499999999999,4.3675699999999997
0,0,0,-1.27962,4.3857799999999996
0,0,0,-1.28088,4.4031200000000004
0,0,0,-1.2821499999999999,4.4204699999999999
0,0,0,-1.2834000000000001,4.4378200000000003
0,0,0,-1.2846599999999999,4.4551800000000004
0,0,0,-1.2859100000000001,4.4725299999999999
0,0,0,-1.2871600000000001,4.4898899999999999
0,0,0,-1.2884100000000001,4.5072400000000004
0,0,0,-1.28965,4.5246000000000004
0,0,0,-1.2908999999999999,4.5419600000000004
0,0,0,-1.2921400000000001,4.5593199999999996
0,0,0,-1.2933699999999999,4.5766900000000001
0,0,0,-1.29575,4.5944000000000003
0,0,0,-1.29813,4.6121100000000004
0,0,0,-1.3005100000000001,4.6298300000000001
0,0,0,-1.30288,4.6475400000000002
0,0,0,-1.3052600000000001,4.66526
0,0,0,-1.3076300000000001,4.6829799999999997
0,0,0,-1.3100099999999999,4.7006899999999998
0,0,0,-1.3123800000000001,4.7184100000000004
0,0,0,-1.3147500000000001,4.7361300000000002
0,0,0,-1.3171200000000001,4.7538499999999999
0,0,0,-1.3194900000000001,4.7715699999999996
0,0,0,-1.32277,4.7924600000000002
0,0,0,-1.3260400000000001,4.8133499999999998
0,0,0,-1.32931,4.8342400000000003
0,0,0,-1.33257,4.8551299999999999
0,0,0,-1.3358300000000001,4.8760300000000001
0,0,0,-1.3390899999999999,4.8969300000000002
0,0,0,-1.3423400000000001,4.9178300000000004
0,0,0,-1.3455900000000001,4.9387400000000001
0,0,0,-1.3514600000000001,4.9655699999999996
0,0,0,-1.3571,4.9925300000000004
0,0,0,-1.3625,5.0195999999999996
0,0,0,-1.3656299999999999,5.0401400000000001
0,0,0,-1.36863,5.0607300000000004
0,0,0,-1.3714900000000001,5.0813800000000002
0,0,0,-1.3738999999999999,5.1009000000000002
0,0,0,-1.37605,5.12052
0,0,0,-1.3779399999999999,5.1402299999999999
0,0,0,-1.3803000000000001,5.1624999999999996
0,0,0,-1.3822700000000001,5.1848799999999997
0,0,0,-1.38384,5.2073499999999999
0,0,0,-1.38154,5.2278900000000004
0,0,0,-1.3791500000000001,5.2484400000000004
0,0,0,-1.37826,5.26633
0,0,0,-1.37707,5.2842599999999997
0,0,0,-1.3755599999999999,5.3022200000000002
0,0,0,-1.37375,5.3202100000000003
0,0,0,-1.3717600000000001,5.3399999999999999
0,0,0,-1.36948,5.3598100000000004
0,0,0,-1.36191,5.3804499999999997
0,0,0,-1.35422,5.4010800000000003
0,0,0,-1.3491,5.4230400000000003
0,0,0,-1.34358,5.4449699999999996
0,0,0,-1.33534,5.4690099999999999
0,0,0,-1.32683,5.4930099999999999
0,0,0,-1.31915,5.5131600000000001
0,0,0,-1.31108,5.5332400000000002
0,0,0,-1.3010299999999999,5.55342
0,0,0,-1.2905500000000001,5.5734899999999996
0,0,0,-1.2836700000000001,5.5881600000000002
0,0,0,-1.27651,5.6027399999999998
0,0,0,-1.2690699999999999,5.61721
0,0,0,-1.2613399999999999,5.6315799999999996
0,0,0,-1.24875,5.6484800000000002
0,0,0,-1.2359199999999999,5.6652899999999997
0,0,0,-1.2264699999999999,5.6792299999999996
0,0,0,-1.2167600000000001,5.6930399999999999
0,0,0,-1.20678,5.7067100000000002
0,0,0,-1.1897500000000001,5.7237299999999998
0,0,0,-1.17245,5.7405799999999996
0,0,0,-1.1578299999999999,5.7556200000000004
0,0,0,-1.14286,5.77041
0,0,0,-1.1275500000000001,5.7849399999999997
0,0,0,-1.11327,5.7968099999999998
0,0,0,-1.0988199999999999,5.8085199999999997
0,0,0,-1.0841799999999999,5.8200799999999999
0,0,0,-1.06745,5.8305999999999996
0,0,0,-1.05053,5.8409199999999997
0,0,0,-1.0334099999999999,5.8510400000000002
0,0,0,-1.01732,5.8603100000000001
0,0,0,-1.0010300000000001,5.8693400000000002
0,0,0,-0.98455999999999999,5.8781299999999996
0,0,0,-0.96043000000000001,5.88849
0,0,0,-0.93608000000000002,5.8985399999999997
0,0,0,-0.91871999999999998,5.9056100000000002
0,0,0,-0.90120999999999996,5.9124400000000001
0,0,0,-0.88356999999999997,5.9190300000000002
0,0,0,-0.86546999999999996,5.9243199999999998
0,0,0,-0.84728000000000003,5.9294000000000002
0,0,0,-0.82898000000000005,5.9342699999999997
