s_m,x_m,y_m,heading_rad,curvature_per_m,speed_m_per_s
12.118944539485179,-0.05303461175451045,0.03496915533576099,-0.069903891358054193,0.53423260867203393,1.0965767391327967
12.120507519970968,-0.053438302127767172,0.033459207627561785,-0.057919105446743169,0.53443638136469795,1.0965563618635303
12.121817399813377,-0.052716521506594095,0.032366130349208495,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.122448441314152,-0.053181087465596015,0.032793203932373283,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.124113192304414,-0.0516491923073812,0.033444888736410973,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.12573600192899,-0.053126789082091154,0.032773905242585423,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.126728149626484,-0.053021075395000443,0.03376040494861763,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.127048486360758,-0.053036274655372563,0.033440429002944728,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.129117965512632,-0.051210488471020575,0.032466135018014181,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.129893079428269,-0.051903115102502104,0.032814086065688655,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.131361484994722,-0.053284505703154975,0.032316115267332871,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.132686675006696,-0.053061800314172083,0.033622457824838733,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.133122473277055,-0.052653482470724225,0.033470153290530345,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.133575298000773,-0.053023925975630486,0.033209727024415277,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.135287982075008,-0.052421504268681411,0.034812965879089164,-0.082798935831592368,0.53443638136469795,1.0965563618635303
12.138147092616247,-0.053157187204544709,0.032050126089143427,-0.082798935831592368,,
